,New DB,,,,,,Old DB,,,,todo
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,const,,,4,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,PayLine,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,1(Online CreditCard),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,set individial moreDetails
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,5,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,PayPal,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,2(Online PayPal),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,set individial moreDetails
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,6,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,Nedarim,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,8(External App),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,set individial moreDetails
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,7,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,Asakim,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,8(External App),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,set individial moreDetails
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,8,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,AsserBishvil,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,3(Online Voucher),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,set individial moreDetails
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,9,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,Broom,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,3(Online Voucher),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,set individial moreDetails
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,10,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,ThreePillars,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,3(Online Voucher),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,set individial moreDetails
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,11,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,Cache,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,5(Offline),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,set individual moreDetails
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,12,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,Check,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,5(Offline),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,set individual moreDetails
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,13,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,Authorize Phone Credit,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,7(Offline Phone Credit),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,set individual moreDetails
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,14,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,Phone Credit,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,7(Offline Phone Credit),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,set individual moreDetails
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,15,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,SagePay Phone Credit,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,7(Offline Phone Credit),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,set individual moreDetails
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,16,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,Asakim Phone Credit,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,7(Offline Phone Credit),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,set individual moreDetails
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,17,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,BeanStream Phone Credit,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,7(Offline Phone Credit),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,set individual moreDetails
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,18,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,Smartpay Phone Check,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,6(Offline Phone Check),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,set individual moreDetails
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,19,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,BankTransfer,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,5(Offline),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,20,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,BankStandingOrder,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,5(Offline),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,21,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,Bit,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,4(Online Bit),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,Id,int,NO,,,auto,,,22,
2,ClearingMethod,Name,nvarchar,NO,100,,const,,,Other,
2,ClearingMethod,PaymentMethodType,int,NO,,,const,,,5(Offline),
2,ClearingMethod,MoreDetails,nvarchar,NO,-1,,no-mapping,,,,
2,ClearingMethod,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethod,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethod,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethod,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethod,UpdatedBy,int,NO,,,const,,,-1,
2,,,,,,,,,,,
2,LutReceiptProvider,Id,int,NO,,,const,,,1,
2,LutReceiptProvider,Description,nvarchar,NO,100,,const,,,עסקים אנגליה,
2,LutReceiptProvider,IsSystemValue,bit,NO,,,const,,,1,
2,LutReceiptProvider,DisplayReceiptLink,bit,YES,,,const,,,0,
2,LutReceiptProvider,Id,int,NO,,,auto,,,2,
2,LutReceiptProvider,Description,nvarchar,NO,100,,const,,,עסקים קנדה,
2,LutReceiptProvider,IsSystemValue,bit,NO,,,const,,,1,
2,LutReceiptProvider,DisplayReceiptLink,bit,YES,,,const,,,0,
2,LutReceiptProvider,Id,int,NO,,,auto,,,3,
2,LutReceiptProvider,Description,nvarchar,NO,100,,const,,,עסקים ישראל,
2,LutReceiptProvider,IsSystemValue,bit,NO,,,const,,,1,
2,LutReceiptProvider,DisplayReceiptLink,bit,YES,,,const,,,1,
2,LutReceiptProvider,Id,int,NO,,,auto,,,4,
2,LutReceiptProvider,Description,nvarchar,NO,100,,const,,,360,
2,LutReceiptProvider,IsSystemValue,bit,NO,,,const,,,1,
2,LutReceiptProvider,DisplayReceiptLink,bit,YES,,,const,,,0,
2,LutReceiptProvider,Id,int,NO,,,auto,,,5,
2,LutReceiptProvider,Description,nvarchar,NO,100,,const,,,חברת הואוצ'ר,
2,LutReceiptProvider,IsSystemValue,bit,NO,,,const,,,1,
2,LutReceiptProvider,DisplayReceiptLink,bit,YES,,,const,,,0,
2,LutReceiptProvider,Id,int,NO,,,auto,,,6,
2,LutReceiptProvider,Description,nvarchar,NO,100,,const,,,אתר קופת העיר,
2,LutReceiptProvider,IsSystemValue,bit,NO,,,const,,,1,
2,LutReceiptProvider,DisplayReceiptLink,bit,YES,,,const,,,1,
2,LutReceiptProvider,Id,int,NO,,,auto,,,7,
2,LutReceiptProvider,Description,nvarchar,NO,100,,const,,,Odoo,
2,LutReceiptProvider,IsSystemValue,bit,NO,,,const,,,1,
2,LutReceiptProvider,DisplayReceiptLink,bit,YES,,,const,,,1,
2,LutReceiptProvider,Id,int,NO,,,auto,,,8,
2,LutReceiptProvider,Description,nvarchar,NO,100,,const,,,נדרים,
2,LutReceiptProvider,IsSystemValue,bit,NO,,,const,,,1,
2,LutReceiptProvider,DisplayReceiptLink,bit,YES,,,const,,,1,
2,LutClearingArea,Id,int,NO,,,const,,,1,
2,LutClearingArea,Description,nvarchar,NO,,,const,,,ישראל,
2,LutClearingArea,IsSystemValue,bit,NO,,,const,,,1,
2,LutClearingArea,DefaultCurrency,int,NO,,,FK,NewDB.LutCurrency,,1(ILS),
2,LutClearingArea,Id,int,NO,,,const,,,2,
2,LutClearingArea,Description,nvarchar,NO,,,const,,,אנגליה,
2,LutClearingArea,IsSystemValue,bit,NO,,,const,,,1,
2,LutClearingArea,DefaultCurrency,int,NO,,,FK,NewDB.LutCurrency,,,
2,LutClearingArea,Id,int,NO,,,const,,,3,
2,LutClearingArea,Description,nvarchar,NO,,,const,,,1(36),
2,LutClearingArea,IsSystemValue,bit,NO,,,const,,,1,
2,LutClearingArea,DefaultCurrency,int,NO,,,FK,NewDB.LutCurrency,,2(USD),
2,LutClearingArea,Id,int,NO,,,const,,,4,
2,LutClearingArea,Description,nvarchar,NO,,,const,,,צרפת,
2,LutClearingArea,IsSystemValue,bit,NO,,,const,,,1,
2,LutClearingArea,DefaultCurrency,int,NO,,,FK,NewDB.LutCurrency,,3(EUR),
2,LutClearingArea,Id,int,NO,,,const,,,5,
2,LutClearingArea,Description,nvarchar,NO,,,const,,,קנדה,
2,LutClearingArea,IsSystemValue,bit,NO,,,const,,,1,
2,LutClearingArea,DefaultCurrency,int,NO,,,FK,NewDB.LutCurrency,,,
2,ClearingMethodCountryDefinition,Id,int,NO,,,auto,,,,
2,ClearingMethodCountryDefinition,ClearingMethodId,int,NO,,,const,,,1(Stripe),
2,ClearingMethodCountryDefinition,Area,int,NO,,,const,,,2(אנגליה),
2,ClearingMethodCountryDefinition,ReceiptBy,int,NO,,,const,,,1(עסקים אנגליה),
2,ClearingMethodCountryDefinition,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethodCountryDefinition,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,Id,int,NO,,,auto,,,,
2,ClearingMethodCountryDefinition,ClearingMethodId,int,NO,,,const,,,2(CardCom),
2,ClearingMethodCountryDefinition,Area,int,NO,,,const,,,1(ישראל),
2,ClearingMethodCountryDefinition,ReceiptBy,int,NO,,,const,,,3(עסקים ישראל),
2,ClearingMethodCountryDefinition,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethodCountryDefinition,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,Id,int,NO,,,auto,,,,
2,ClearingMethodCountryDefinition,ClearingMethodId,int,NO,,,const,,,3(Authorize),
2,ClearingMethodCountryDefinition,Area,int,NO,,,const,,,3(ארצות הברית),
2,ClearingMethodCountryDefinition,ReceiptBy,int,NO,,,const,,,4(360),
2,ClearingMethodCountryDefinition,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethodCountryDefinition,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,Id,int,NO,,,auto,,,,
2,ClearingMethodCountryDefinition,ClearingMethodId,int,NO,,,const,,,4(PayLine),
2,ClearingMethodCountryDefinition,Area,int,NO,,,const,,,4(צרפת),
2,ClearingMethodCountryDefinition,ReceiptBy,int,NO,,,const,,,6(אתר קופת העיר),
2,ClearingMethodCountryDefinition,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethodCountryDefinition,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,Id,int,NO,,,auto,,,,
2,ClearingMethodCountryDefinition,ClearingMethodId,int,NO,,,const,,,5(PayPal),
2,ClearingMethodCountryDefinition,Area,int,NO,,,const,,,1(ישראל),
2,ClearingMethodCountryDefinition,ReceiptBy,int,NO,,,const,,,3(עסקים ישראל),
2,ClearingMethodCountryDefinition,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethodCountryDefinition,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,Id,int,NO,,,auto,,,,
2,ClearingMethodCountryDefinition,ClearingMethodId,int,NO,,,const,,,5(PayPal),
2,ClearingMethodCountryDefinition,Area,int,NO,,,const,,,3(ארצות הברית),
2,ClearingMethodCountryDefinition,ReceiptBy,int,NO,,,const,,,4(360),
2,ClearingMethodCountryDefinition,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethodCountryDefinition,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,Id,int,NO,,,auto,,,,
2,ClearingMethodCountryDefinition,ClearingMethodId,int,NO,,,const,,,5(PayPal),
2,ClearingMethodCountryDefinition,Area,int,NO,,,const,,,4(צרפת),
2,ClearingMethodCountryDefinition,ReceiptBy,int,NO,,,const,,,6(אתר קופת העיר),
2,ClearingMethodCountryDefinition,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethodCountryDefinition,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,UpdatedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,Id,int,NO,,,auto,,,,
2,ClearingMethodCountryDefinition,ClearingMethodId,int,NO,,,const,,,6(Nedarim),
2,ClearingMethodCountryDefinition,Area,int,NO,,,const,,,1(ישראל),
2,ClearingMethodCountryDefinition,ReceiptBy,int,NO,,,const,,,8(נדרים),
2,ClearingMethodCountryDefinition,RecordStatus,int,NO,,,const,,,2(Accept),
2,ClearingMethodCountryDefinition,StatusChangedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,StatusChangedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,CreatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,CreatedBy,int,NO,,,const,,,-1,
2,ClearingMethodCountryDefinition,UpdatedAt,datetime,NO,,,const,,,GETDATE(),
2,ClearingMethodCountryDefinition,UpdatedBy,int,NO,,,const,,,-1,
